"realizado","previsao_ar2","previsao_lasso","previsao_media_historica","previsao_rf"
3.7,0.581028523579133,4.85327214749929,0.552526315789474,4.10273033333334
0.59,0.741598541028375,-0.983214921215961,0.585789473684211,0.565224333333333
0,0.234153503957658,0.437266361087205,0.591578947368421,0.281132666666667
0.02,0.574098024040376,5.79600267790359,0.591684210526316,1.530896
0.05,0.645589361278207,5.12449444570105,0.591263157894737,3.749535
-0.12,0.643057454285257,1.37082201689455,0.590526315789474,1.37702333333333
-3.47,0.625362589761807,-0.286487231472274,0.583894736842105,0.636123666666667
-0.09,0.431604371698975,-2.1286480003876,0.546315789473684,-0.828971333333336
-0.04,0.93535077028567,-1.38367117428499,0.544842105263158,-0.323116666666667
-0.02,0.564944456642637,-0.256896326203176,0.543894736842105,0.437847
0.48,0.558518217442177,0.537101472328548,0.541684210526316,0.134177
0.13,0.587618988431095,0.972927993792445,0.543052631578947,0.518244333333333
2.48,0.466315174320721,2.32243022340688,0.487578947368421,1.227489
-0.52,0.670394517768665,-0.373004429329497,0.507789473684211,0.468211666666666
0.04,0.304550352091942,-0.501862808387029,0.501263157894737,0.00784533333333332
0.06,0.55378841158971,0.138499024656514,0.501052631578947,0.373672
0.05,0.50999807514432,-0.294510945020856,0.499789473684211,0.167603666666667
0.18,0.507171198752982,-0.233802940947461,0.499157894736842,0.219606333333333
0.28,0.508760388450152,0.325608134440599,0.494,0.311091333333333
-0.01,0.506775088865228,1.30876034544087,0.495684210526316,0.321615
0.06,0.481834583040715,0.1230114350396,0.494631578947368,0.214449
0.02,0.506212539599133,-0.038745349319822,0.494421052631579,0.382287333333334
0.05,0.498433756308251,0.179249117568907,0.494105263157895,0.202243333333334
0.25,0.496276472278991,0.830131583287252,0.488631578947368,0.505284
