"erro_ar2","erro_lasso","erro_media_historica","erro_rf"
-0.935954492114666,-0.579051782211627,-1.00715789473684,-0.584455666666667
-0.0256231164102586,-0.021283631997361,-0.0658947368421053,0.0574533333333332
-0.313434189316644,-0.217243977207647,-0.167789473684211,-0.109037333333333
-0.81782042874528,-0.0383716802042571,-0.839473684210526,-0.666658666666667
-0.577790023048604,-0.585942707295521,-0.709263157894737,-0.555968
-0.727582039057281,-1.38792687377398,-0.764,-0.854403666666667
-0.925054150371062,-1.088338259837,-1.01652631578947,-0.913126333333333
0.335009528613543,0.151052631578947,0.151052631578947,0.463583666666667
0.783292354995642,0.898631578947369,0.898631578947369,1.06473133333333
-0.311272882303915,-0.144,-0.144,-0.286563666666667
0.547493099172491,0.386947368421053,0.386947368421053,0.337974666666666
-0.378615150612184,-0.284842105263158,-0.284842105263158,0.146211333333333
0.285762512245047,0.339666505710379,0.171684210526316,0.715107
0.00263061424580296,-0.0467882294842494,0.0792631578947368,-0.169065333333334
0.270862427666099,0.233128609341134,0.263052631578947,0.188142666666667
0.673196294669178,0.65953134628493,0.716947368421053,0.64318
0.889183242276466,1.00130980917293,1.00252631578947,1.05530233333333
0.155054242171238,0.266345920910537,0.305684210526316,0.274945666666667
0.837987019662254,0.805010567609945,0.790947368421053,0.852688666666667
-0.0948179378514392,0.076842105263158,0.0768421052631579,0.0434846666666668
1.61644714875048,1.57547368421053,1.57547368421053,1.35976233333333
0.384551885836201,0.383526412550329,0.715473684210526,0.301444333333332
1.73474075456734,1.55523733851574,1.82389473684211,1.33405133333333
0.298041564920516,0.65028139543579,0.810631578947368,0.678403333333333
