"erro_ar2","erro_lasso","erro_media_historica","erro_rf"
-0.00515961793539707,-0.185711129879689,-0.325157894736842,-0.338166666666666
-1.12633147764006,-1.11360729118149,-1.32852631578947,-1.070974
-1.0844806189649,-1.26270342034919,-1.61547368421053,-1.40906033333333
1.47190519448872,1.00391183450739,0.350736842105263,0.896785666666666
1.30716680572855,1.46170194834765,1.06431578947368,1.277046
0.141530774238591,0.360126196572679,0.650526315789474,0.624043666666667
-0.070319316819648,0.0781454635096974,0.305263157894737,0.171917333333333
0.558510453757204,0.558337565495365,0.741263157894737,0.413139666666667
0.892671466780798,0.942043359272785,1.26463157894737,0.914973
-0.10778191282753,-0.154473374603557,0.583473684210526,0.00848700000000169
1.09246454076648,1.08937552309867,1.47726315789474,1.15248666666667
-0.239812031198292,-0.0952534256860716,0.570842105263158,0.0351983333333341
-0.100819825932389,-0.0506942000250786,0.367368421052632,-0.0671616666666666
0.133864390979669,0.267384925690456,0.391578947368421,-0.103452999999999
0.0284168409627525,0.00542132798927164,0.270947368421053,-0.110742
0.763430942770371,0.687586442635018,0.949789473684211,0.600357333333333
0.266546080063479,0.372000050210993,0.777894736842105,0.417867000000001
-0.0740046836416153,-0.101428948837843,0.459368421052632,0.0272290000000003
0.322584554020579,0.49484333815632,0.670526315789474,0.517684666666666
0.165986061019805,0.305960879172256,0.576947368421053,0.188330333333333
0.549121470945851,0.738460970455358,0.946,0.647848333333333
0.110953716338908,0.144081487193942,0.696631578947368,0.319890000000001
0.521527190550189,0.713680034123992,1.03515789473684,0.598676333333334
0.804022854724532,1.01317492375249,1.47589473684211,1.04803633333333
