"erro_ar2","erro_lasso","erro_media_historica","erro_rf"
-0.424732018536141,-0.64401460191833,-0.578842105263158,-0.677083
-1.0273178665496,-1.11612389596707,-1.24473684210526,-1.33007866666667
-2.58538213973155,-2.64031854446228,-2.99421052631579,-2.77821533333333
-1.02816804342949,-1.70574095079969,-2.21231578947368,-1.75181866666667
0.694536671587671,0.356151713678127,0.00526315789473686,1.05215666666667
0.124228867531872,0.606703731496948,0.471684210526316,0.944834333333333
0.277797618898798,0.358978597513589,0.504105263157895,0.274589
0.212245741545848,0.193319613659876,0.374631578947368,-0.0687479999999997
0.764368724342652,0.756277649427094,0.85978947368421,0.454891333333334
0.636975089450453,0.67057705003874,0.994421052631579,0.438102333333335
0.666702452698177,0.763896891455624,1.01831578947368,0.544450333333334
-0.291365997708661,-0.0950068896623129,0.0618947368421052,-0.411066333333334
2.07062770752064,1.71657543782111,1.93610526315789,1.90205066666667
2.50976037496336,3.00937008240584,3.44115789473684,3.09922433333333
-2.14933595617888,-1.51713808053615,-0.490947368421053,-0.689835
1.56268722524132,0.803929868871612,0.737263157894737,1.29315833333333
-0.375593847536254,-0.127041760892124,-0.0133684210526316,-0.033998
1.15732332041783,1.25810787529087,1.08536842105263,1.368875
0.549298647390938,0.749973381923271,1.00873684210526,0.799086333333333
1.00848692553153,1.15720098431149,1.358,0.935068666666667
1.61358559572309,1.92031842609536,2.14063157894737,1.903466
1.93682861062201,2.2787135062458,2.84684210526316,2.570661
-1.29006875938016,-0.755715734398327,0.0610526315789474,-0.708732666666668
-0.462891189352075,-0.567375313277296,-0.635368421052632,-0.613632333333333
